title,location,price,landsize,Road,bedroom,bathroom,url,direction,parking,built year,district,Municipality,vdc,builtyear,checkmun
House for sale at sitapaila | 9849551287,,27000000,1540.125,13,5,4,https://www.gharghaderi.com/house/1635-House-for-sale-at-sitapaila/,North,3-,,Kathmandu,Kathmandu,Sitapaila,2073,Kathmandu
House for sell in New Baneshwor Shankhamul | 9851051667,,27000000,855.625,20,3,1,https://www.gharghaderi.com/house/2179-House-for-sell-in-New-Baneshwor-Shankhamul/,West,3-,,Kathmandu,Kathmandu,Shankhamul,2067,Kathmandu
Man bahadur marga home | 9840872228 sold,,27000000,1369,13,5,5,https://www.gharghaderi.com/house/1405-Man-bahadur-marga-home/,East,3-,,Kathmandu,Budhanilkantha,Man b marga,2076,Budhanilkantha
"New House in Sell in Kageshwori manohara 9, Kadaghari, Kathmandu | 9843143614",,27000000,1197.87,13,6,3,https://www.gharghaderi.com/house/2584-New-House-in-Sell-in-Kageshwori-manohara-9-Kadaghari-Kathmandu/,North,3-,,Kathmandu,Kageshwori Manohara,Kageshwori Manohara,2076,Kageshwori Manohara
"Residential House On Sale at Narephat, Jadibuti, Kathmandu | 9745300858",,27000000,855.625,28,1,1,https://www.gharghaderi.com/house/2766-Residential-House-On-Sale-at-Narephat-Jadibuti-Kathmandu/,East,3-,,Kathmandu,Kathmandu,"Narephat, Jadibuti",2076,Kathmandu
Urgent sale a house at Golfutar Kathmandu,Golfutar ,27000000,1369,,5,4,https://nepalhomesearch.com/property/urgent-sale-a-house-at-golfutar-kathmandu/,,3-,,kathmandu,,,,
new house for sale in jorpati | 9851003105,,27000000,1155.09,13,6,3,https://www.gharghaderi.com/house/2667-new-house-for-sale-in-jorpati/,South east,3-,,Kathmandu,Kathmandu,jorpati,2076,Kathmandu
1 story house for sale at Hattiban 23 Lalitpur | 9841402135,,26800000,3101.64,14,3,1,https://www.gharghaderi.com/house/643-1-story-house-for-sale-at-Hattiban-23-Lalitpur/,East,3-,,Lalitpur,Godawari,Hattiban,2067,Godawari
House for sale in Passikot | 9803301131,,26800000,1369,,5,2,https://www.gharghaderi.com/house/1804-House-for-sale-in-Passikot/,South east,3-,,Kathmandu,Budhanilkantha,Passikot,2074,Budhanilkantha
"Residential House On Sale at Chandragiri-06, Radhekrishna Tole, Kathmandu | 9745300858",,26700000,1711.25,20,6,1,https://www.gharghaderi.com/house/2806-Residential-House-On-Sale-at-Chandragiri-06-Radhekrishna-Tole-Kathmandu/,West,3-,,Kathmandu,Kathmandu,"Chandragiri-06, Radhekrishna Tole",2076,Kathmandu
4  AANA brand new house for sale in Hattiban Lalitpur | 9841942030,,26500000,1380,13,6,5,https://www.gharghaderi.com/house/1674-4- AANA-brand-new-house-for-sale-in-Hattiban-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Hattiban,2076,Mahalaxmi
Brand new house for sale in VIP area of Lalitpur Nakhipot | 9841942030,,26500000,1197.875,13,5,4,https://www.gharghaderi.com/house/1763-Brand-new-house-for-sale-in-VIP-area-of-Lalitpur-Nakhipot/,North,3+,,Lalitpur,Lalitpur,Nakhipot,2076,Lalitpur
House For Sell In Kalanki Kathmandu-14 Near Lri School Syuchatar | 9851072945,,26500000,1369,13,1,1,https://www.gharghaderi.com/house/1522-House-For-Sell-In-Kalanki-Kathmandu-14-Near-Lri-School-Syuchatar/,East,3-,,Kathmandu,Nagarjun,kalanki,2074,Nagarjun
House for sale in Chandragiri 7 | 9823149701,,26500000,1711.25,10,6,3,https://www.gharghaderi.com/house/2234-House-for-sale-in-Chandragiri-7/,West,3-,,Kathmandu,Chandragiri,on the way to cable ,2073,Chandragiri
Modern house for sale at Kapan | 9847369375,,26500000,1437.45,13,5,5,https://www.gharghaderi.com/house/1195-Modern-house-for-sale-at-Kapan/,East,3+,,Kathmandu,Budhanilkantha,Kapan,2076,Budhanilkantha
New house for sale in kapan 11 - budanilkantha | 9840348352,,26500000,1369,10,5,3,https://www.gharghaderi.com/house/2381-New-house-for-sale-in-kapan-11---budanilkantha/,East,3-,,Kathmandu,Budhanilkantha,Kapan,2076,Budhanilkantha
Urgent sell house | 9845167392,,26500000,1796.81,13,8,4,https://www.gharghaderi.com/house/2276-Urgent-sell-house/,East,3-,,Bhaktapur,Suryabinayak,Chundevi,2076,Suryabinayak
2.5 storey bungalow style house with attached bathrooms | 9818189922,,26000000,1048.14,13,3,4,https://www.gharghaderi.com/house/2329-2.5-storey-bungalow-style-house-with-attached-bathrooms/,West,3-,,Kathmandu,Tokha,Near Grande Hospital,2075,Tokha
3  AANA sweet home for sale | 9840872228,,26000000,1026.75,20,4,5,https://www.gharghaderi.com/house/1840-3- AANA-sweet-home-for-sale/,North,3-,,Kathmandu,Budhanilkantha,Hepali,2076,Budhanilkantha
Brand New Home... | 9841401143,,26000000,1711.25,12,5,3,https://www.gharghaderi.com/house/2202-Brand-New-Home.../,West,3-,,Lalitpur,Mahalaxmi,Tikathali Pawan Prakriti Height,2076,Mahalaxmi
Cozy Family House At Balaju Height | 9840250257,,26000000,1540.125,13,4,3,https://www.gharghaderi.com/house/1936-Cozy-Family-House-At-Balaju-Height/,East,3-,,Kathmandu,Kathmandu,Balaju,2070,Kathmandu
House For Sale In Thankot | 9849560815,,26000000,1369,13,5,4,https://www.gharghaderi.com/house/2708-House-For-Sale-In-Thankot/,North east,3-,,Kathmandu,Chandragiri,"Tribhuwan Park , Thankot",2076,Chandragiri
House for Sale with Leased Shutter | 9841874150,,26000000,1500,20,5,4,https://www.gharghaderi.com/house/1452-House-for-Sale-with-Leased-Shutter/,East,3-,,Kathmandu,Tokha,Tokha,2076,Tokha
House for sale in Jyotinagar 10 Budhanilkantha | 9823013235,,26000000,1540.125,13,5,5,https://www.gharghaderi.com/house/612-House-for-sale-in-Jyotinagar-10-Budhanilkantha/,south,3-,,Kathmandu,Budhanilkantha,Jyotinagar,2074,Budhanilkantha
New House For Sale At Thecho Lalitpur,"Thecho, Godawari, 44700",26000000,1369,10,4,3,https://nepalhomesearch.com/property/house-for-sale-at-thecho/,South,3-,2079,lalitpur,,,,
New House on Sale - Imadol | 9864260884 sold,,26000000,1197.87,13,5,4,https://www.gharghaderi.com/house/2260-New-House-on-Sale---Imadol/,North east,3-,,Lalitpur,Mahalaxmi,Nayabasti,2076,Mahalaxmi
New Incompleted House at Panchakanya Marga Kapan is on Sell & can be Exchanged with Land. | 9869412759,,26000000,1625.68,10,2,2,https://www.gharghaderi.com/house/2424-New-Incompleted-House-at-Panchakanya-Marga-Kapan-is-on-Sell-&-can-be-Exchanged-with-Land./,North,3-,,Kathmandu,Budhanilkantha 10,Panchakanya Marga Kapan near Nabil Bank,2076,Budhanilkantha 10
Sukedhara Nilopul House on Sale | 9847369375,,26000000,1668.46,15,6,4,https://www.gharghaderi.com/house/1234-Sukedhara-Nilopul-House-on-Sale/,East,3-,,Kathmandu,Kathmandu,Sukedhara,2076,Kathmandu
new house on sale at naikap near bidhya mandir school near nic asia bank | 9841763341,,26000000,1369,13,3,3,https://www.gharghaderi.com/house/2679-new-house-on-sale-at-naikap-near-bidhya-mandir-school-near-nic-asia-bank/,East,3-,,Kathmandu,Chandragiri,Naikap,2075,Chandragiri
House for Sale | 9851057384,,25500000,1925.15,10,4,2,https://www.gharghaderi.com/house/1208-House-for-Sale/,West,3-,,Kathmandu,Nagarjun,Syuchatar,2067,Nagarjun
"Residential House On Sale at BUDHANILKANTHA, Dulal Tole, Just 1 Km away from Budhanilkantha temple | 9745300858",,25500000,1745.475,14,5,3,https://www.gharghaderi.com/house/2765-Residential-House-On-Sale-at-BUDHANILKANTHA-Dulal-Tole-Just-1-Km-away-from-Budhanilkantha-temple/,East,3+,,Kathmandu,Kathmandu,"BUDHANILKANTHA, Dulal Tole",2076,Kathmandu
Bungalow for sale in Sitapaila Nagarjun | 9818424657,,25300000,1454.56,13,5,5,https://www.gharghaderi.com/house/713-Bungalow-for-sale-in-Sitapaila-Nagarjun/,East,3-,,Kathmandu,Nagarjun,Sitapaila,2075,Nagarjun
Almost new house sale in Sallaghari Bhaktapur | 9851255700,,25000000,1369,13,6,3,https://www.gharghaderi.com/house/1668-Almost-new-house-sale-in-Sallaghari-Bhaktapur/,North west,3-,,Bhaktapur,BMC,Sallaghari,2075,BMC
Brand New house on sale at Gokarna Jorpati | 9841619820,,25000000,1818.2,44,8,3,https://www.gharghaderi.com/house/1912-Brand-New-house-on-sale-at-Gokarna-Jorpati/,East,3-,,Kathmandu,Gokarneshwor,Gokarna,2076,Gokarneshwor
Commerical house.... | 9841401143,,25000000,1112.31,12,2,3,https://www.gharghaderi.com/house/2197-Commerical-house..../,East,3-,,Lalitpur,Mahalaxmi,Imadol highway near 50m,2076,Mahalaxmi
Flat system house for sale at Batisputali Kathmandu,Batisputali ,25000000,1048.14,,8,4,https://nepalhomesearch.com/property/flat-system-house-for-sale-at-batisputali-kathmandu/,,3-,2067,kathmandu,,,,
Flat system house for sale on 4 annas at Mandikhatar,"Shridi Colony, Mandikhatar ",25000000,1369,,7,3,https://nepalhomesearch.com/property/flat-system-house-for-sale-at-mandikhatar/,,3-,,kathmandu,,,,
Fully furnished house for sale in Chapali | sold,,25000000,1454.56,12,4,4,https://www.gharghaderi.com/house/472-Fully-furnished-house-for-sale-in-Chapali/,North west,3-,,Kathmandu,Budhanilkantha,Chapali,2075,Budhanilkantha
Home sale in Imadol | 9813918966,,25000000,898.44,10,6,3,https://www.gharghaderi.com/house/2215-Home-sale-in-Imadol/,East,3-,,Lalitpur,Mahalaxmi,Imadol,2071,Mahalaxmi
House For Sale in Grande Villa Dhapasi Kathmandu,Tokha Rd 44600,25000000,1369,,3,3,https://nepalhomesearch.com/property/house-for-sale-in-grande-villa/,,3-,2075,kathmandu,,,,
House For Sale | 9841401143,,25000000,1026.75,13,4,3,https://www.gharghaderi.com/house/2127-House-For-Sale/,South east,3-,,Lalitpur,Mahalaxmi 4,"Imadol, Highwau Near 50 meter",2076,Mahalaxmi 4
House On Sale At Toukhel | 9819311255 sold,,25000000,1369,26,3,4,https://www.gharghaderi.com/house/1348-House-On-Sale-At-Toukhel/,East,3-,,Lalitpur,Godawari,Toukhel,2076,Godawari
House for sale at Reliable Colony Bhaisepati Lalitpur,Reliable Colony Bhaisepati,25000000,1326.21,,6,4,https://nepalhomesearch.com/property/house-for-sale-at-reliable-colony/,,3-,2065,lalitpur,,,,
House for sale in Satungal Chandragiri Kathmandu | 9841206154,,25000000,1711.25,12,,,https://www.gharghaderi.com/house/410-House-for-sale-in-Satungal-Chandragiri-Kathmandu/,,,,Kathmandu,Chandragiri,Satungal,,Chandragiri
House for sale in kathmandu basundhara-7 | 9841313124,,25000000,1369,13,6,4,https://www.gharghaderi.com/house/2176-House-for-sale-in-kathmandu-basundhara-7/,South east,3-,,Kathmandu,Tokha,BASUNDHARA,2070,Tokha
House for sale | 9849935335,,25000000,513.37,,3,2,https://www.gharghaderi.com/house/2640-House-for-sale/,East,3-,,Kathmandu,Kathmandu,Kalikasthan,2066,Kathmandu
House sale in Kapan | 9851214541,,25000000,1540.125,12,7,5,https://www.gharghaderi.com/house/1039-House-sale-in-Kapan/,North east,3-,,Kathmandu,Budhanilkantha,Kapan,2067,Budhanilkantha
"House sales at Tikathali, Lalitpur | 9860124503",,25000000,1197.875,13,3,3,https://www.gharghaderi.com/house/2387-House-sales-at-Tikathali-Lalitpur/,South west,3-,,Lalitpur,Mahalaxmi,Tikathali,2068,Mahalaxmi
New House on Sale - Tikathali Lalitpur | 9864260884 sold,,25000000,1133.7,13,4,4,https://www.gharghaderi.com/house/2261-New-House-on-Sale---Tikathali-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
New House on Sale @ Imadol Lalitpur | 9864260884 sold,,25000000,1112.31,13,7,4,https://www.gharghaderi.com/house/2328-New-House-on-Sale-@-Imadol-Lalitpur/,North,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
"New house for sale at Sirutar, Suryabinayak 1,Bhaktapur | 9851186388",,25000000,1133,16,4,4,https://www.gharghaderi.com/house/3361-New-house-for-sale-at-Sirutar-Suryabinayak-1-Bhaktapur/,West,3-,,Bhaktapur,Suryabinayak,"Near of Nic Asia Bank,Sirutar",2074,Suryabinayak
New house for sale in Tinth AANA Kathmandu | 9851036806,,25000000,1369,12,4,4,https://www.gharghaderi.com/house/440-New-house-for-sale-in-Tinth AANA-Kathmandu/,City,3-,,Kathmandu,Chandragiri,Tinth AANA,,Chandragiri
New house for sale in hattibun | 9868699025,,25000000,700,20,6,3,https://www.gharghaderi.com/house/2068-New-house-for-sale-in-hattibun/,North east,3-,,Lalitpur,Mahalaxmi,Hattiban,2076,Mahalaxmi
New house on urgent sell | 9860485662,,25000000,103.34,16,4,3,https://www.gharghaderi.com/house/1036-New-house-on-urgent-sell/,East,3-,,Kathmandu,Tokha,Bhatkeko pool,2076,Tokha
Semi commercial 3 story house at Imadol Mahalaxmi | 9864260884 sold,,25000000,1200,20,5,3,https://www.gharghaderi.com/house/1260-Semi-commercial-3-story-house-at-Imadol-Mahalaxmi/,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
Semi-commercial house for sale at Gongabu KTM | 9851246683,,25000000,2395.75,12,8,6,https://www.gharghaderi.com/house/627-Semi-commercial-house-for-sale-at-Gongabu-KTM/,,3-,,Kathmandu,Kathmandu,Gongabu,,Kathmandu
"house for sale in sanobharang,kathmandu | 9861587706",,25000000,900,10,5,3,https://www.gharghaderi.com/house/1953-house-for-sale-in-sanobharang-kathmandu/,East,3-,,Kathmandu,Nagarjun,pabitra basti sanobharang,2076,Nagarjun
kathmandu takeswor | 9851277105,,25000000,1561.51,12,5,4,https://www.gharghaderi.com/house/1776-kathmandu-takeswor/,East,3-,,Kathmandu,Tarkeshwor,Phutung,2076,Tarkeshwor
"2.5 Story Beautiful House Behind GreenHill CIty VIP Housing in Narayantar, Shiva Chowk on Sale","Baba Chok, Kageshwori Manohara, 20187",24500000,,13,5,3,https://nepalhomesearch.com/property/2-5-story-beautiful-house-behind-greenhill-city-vip-housing-in-narayantar-shiva-chowk-on-sale/,East,,2077,kathmandu,,,,
House for sale at Bafal Sitapaila | 9849001447,,24500000,1026.75,12,4,3,https://www.gharghaderi.com/house/853-House-for-sale-at-Bafal-Sitapaila/,east,3-,,Kathmandu,Nagarjun,Bafal,,Nagarjun
House for sale in Bagdol Nakkhu Lalitpur | 9813585383,,24500000,1711.25,8,6,4,https://www.gharghaderi.com/house/700-House-for-sale-in-Bagdol-Nakkhu-Lalitpur/,,3-,,Lalitpur,Lalitpur,Bagdol,,Lalitpur
New House For sale in Sanothimi | 9841478993,,24500000,1197.875,20,5,3,https://www.gharghaderi.com/house/1818-New-House-For-sale-in-Sanothimi/,North,3-,,Bhaktapur,Madhyapur Thimi,Sano Thimi,2076,Madhyapur Thimi
New House for Sale in Imadol | 9864260884 sold,,24500000,1048.14,13,4,5,https://www.gharghaderi.com/house/2538-New-House-for-Sale-in-Imadol/,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
house for sale at Mulpani Pipalbot | 014115679,,24500000,1369,10,6,3,https://www.gharghaderi.com/house/610-house-for-sale-at-Mulpani-Pipalbot/,East,3-,,Kathmandu,Kathmandu,Mulpani,2075,Kathmandu
Brand New Home... | 9841401143,,24000000,1026.75,13,4,3,https://www.gharghaderi.com/house/2198-Brand-New-Home.../,East,3-,,Lalitpur,Mahalaxmi,Imadol highway near 50m,2076,Mahalaxmi
"Budhanilkantha 13, Kathmandu. | 9810114432",,24000000,1369,20,1,1,https://www.gharghaderi.com/house/2007-Budhanilkantha-13-Kathmandu./,East,3-,,Kathmandu,Budhanilkantha,Budhanilkantha,2076,Budhanilkantha
House For Sale | 9841401143,,24000000,1048.14,13,4,3,https://www.gharghaderi.com/house/2126-House-For-Sale/,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
"House for Sale in Radhe Radhe, Bhaktapur | 9869568675",,24000000,800,22,4,4,https://www.gharghaderi.com/house/2182-House-for-Sale-in-Radhe-Radhe-Bhaktapur/,North,3-,,Bhaktapur,Madhyapur Thimi,"Radhe Radhe, Kamerotar Planning",2076,Madhyapur Thimi
"Kageshwori manohara, 2.5 talle ghar bikrima. | 9860139214",,24000000,1197.875,20,6,3,https://www.gharghaderi.com/house/2241-Kageshwori-manohara-har-har-mahadev-chowk-bata-200m-bhitra-height-ma-recently-baneko-aakarshak-2.5-talle-ghar-bikrima./,East,3-,,Kathmandu,Kathmandu,Kageshwori Manohara,2076,Kathmandu
New house on sale kapan Gurung tol | 9803725216,,24000000,1197.875,13,7,4,https://www.gharghaderi.com/house/1401-New-house-on-sale-kapan-Gurung-tol/,West,3-,,Kathmandu,Budhanilkantha,Kapan,2076,Budhanilkantha
New house for sale in Bhangal Budhanilkantha | 9823013235,,23800000,1390.39,13,5,5,https://www.gharghaderi.com/house/611-New-house-for-sale-in-Bhangal-Budhanilkantha/,East,3-,,Kathmandu,Budhanilkantha,Bhangal,2075,Budhanilkantha
House for sale in Gongabu Mitr AANAgar | 9846180990,,23750000,1197.87,12,6,5,https://www.gharghaderi.com/house/626-House-for-sale-in-Gongabu-Mitr AANAgar/,East,3-,,Kathmandu,Kathmandu,Gongabu,2075,Kathmandu
2.5 storey house on sale at Imadol | 9843304809,,23500000,1026.75,13,4,4,https://www.gharghaderi.com/house/2457-2.5-storey-house-on-sale-at-Imadol/,East,3-,,Lalitpur,Lalitpur,Imadol,2076,Lalitpur
Attractive New House in Imadol - 4 | 9864260884 sold,,23500000,1026.75,13,5,4,https://www.gharghaderi.com/house/2430-Attractive-New-House-in-Imadol---4/,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
Baniyatar 3 floor house on sale | 9840872228,,23500000,1129.425,13,7,5,https://www.gharghaderi.com/house/1273-Baniyatar-3-floor-house-on-sale/,East,3-,,Kathmandu,Tokha,Baniyatar,2076,Tokha
Brand New Home... | 9841401143,,23500000,1026.75,13,4,3,https://www.gharghaderi.com/house/2201-Brand-New-Home.../,East,3-,,Lalitpur,Mahalaxmi,"Imadol,lalitpur",2076,Mahalaxmi
Brand New house on sale in Shital Height Lalitpur | 9864260884 sold,,23500000,1197.875,,4,4,https://www.gharghaderi.com/house/1601-Brand-New-house-on-sale-in-Shital-Height-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Shital Height,2076,Mahalaxmi
Brand new house for sale in Lalitpur Harisiddhi (Above Cancer Hospital ). Banking facility available. | 9841942030,,23500000,1197.87,13,5,3,https://www.gharghaderi.com/house/2144-Brand-new-house-for-sale-in-Lalitpur-Harisiddhi-(Above-Cancer-Hospital-).-Banking-facility-available./,South,3-,,Lalitpur,Harisiddhi,Hattiban,2076,Harisiddhi
Ghar Jagga on sale at Tinkune Kathmandu.,"Thirbam Sadak, Charkhal Dillibazar .",23500000,1369,,2,1,https://nepalhomesearch.com/property/ghar-jagga-on-sale-at-tinkune-kathmandu/,,3-,2052,kathmandu,,,,
Guthi House on salw | 9843236785,,23500000,1711.25,10,1,1,https://www.gharghaderi.com/house/2685-Guthi-House-on-salw/,South,3-,,Kathmandu,Gokarneshwor,nayabasti,2076,Gokarneshwor
House for sale at Baniyatar Tokha | 9840872228,,23500000,1540.12,14,5,4,https://www.gharghaderi.com/house/1079-House-for-sale-at-Baniyatar-Tokha/,South,3-,,Kathmandu,Tokha,Baniyatar,2076,Tokha
New House on Sale in Imadol | 9864260884 sold,,23500000,1026.75,13,4,4,https://www.gharghaderi.com/house/2758-New-House-on-Sale-in-Imadol/,South,3-,,Lalitpur,Mahalaxmi,"Near Golbhatta, Imadol",2076,Mahalaxmi
New house for sale in Lubhu | 9841670280,,23500000,1390.39,13,6,3,https://www.gharghaderi.com/house/2156-New-house-for-sale-in-Lubhu/,West,3-,,Lalitpur,Mahalaxmi,Chasidol,2074,Mahalaxmi
"New house for sale in kapan 11, budhanilkantha | 9851068059",,23500000,1197.875,10,5,3,https://www.gharghaderi.com/house/2382-New-house-for-sale-in-kapan-11-budhanilkantha/,South east,3-,,Kathmandu,Budhanilkantha,Kapan,2076,Budhanilkantha
Semi furnished house for sale at Samakhusi Kathmandu | 9801132733,,23500000,1369,12,5,4,https://www.gharghaderi.com/house/359-Semi-furnished-house-for-sale-at-Samakhusi-Kathmandu/,,3-,,Kathmandu,Kathmandu,Samakhusi,2075,Kathmandu
2 and half story house for sale in Nakhipot 14 Lalitpur | 9851155216 sold,,23000000,1283.43,16,4,3,https://www.gharghaderi.com/house/520-2-and-half-story-house-for-sale-in-Nakhipot-14-Lalitpur/,East,3-,,Lalitpur,Lalitpur,Nakhipot,2075,Lalitpur
BUDGET BUNGALOW ON SALE AT BHANGAL | 9847369375,,23000000,1197.87,13,4,3,https://www.gharghaderi.com/house/1847-BUDGET-BUNGALOW-ON-SALE-AT-BHANGAL/,East,3-,,Kathmandu,Budhanilkantha,Bhangal,2076,Budhanilkantha
Beautiful house for sale in Hattiban Lalitpur,"Hattiban, Dhapakhel, 14364",23000000,1369,27,4,4,https://nepalhomesearch.com/property/beautiful-house-for-sale-in-hattiban-lalitpur/,North,3-,2078,lalitpur,,,,
Commercial house for sale at Bhrikuti Chowk Kapan,"Bhrikuti Chow, Kapan , 44602",23000000,1026.75,27,3,2,https://nepalhomesearch.com/property/house-for-sale-at-bhrikuti-chowk-kapan/,West,3-,,kathmandu,,,,
Fully furnished house for sale in Pasikot Budhanilkantha | 977984965 sold,,23000000,1454.56,13,6,5,https://www.gharghaderi.com/house/687-Fully-furnished-house-for-sale-in-Pasikot-Budhanilkantha/,,3-,,Kathmandu,Budhanilkantha,Pasikot,,Budhanilkantha
"House for Sale, Near Nepal Korea Friendship Hospital | 9813951328",,23000000,1369,20,5,3,https://www.gharghaderi.com/house/2747-House-for-Sale-Near-Nepal-Korea-Friendship-Hospital/,North east,3-,,Bhaktapur,Madhyapur Thimi,"Siddhikali Tole, Thimi",2075,Madhyapur Thimi
House for sale at Gothatar 9 Kaageshwori Manohar | 9813172585,,23000000,1454.56,16,6,5,https://www.gharghaderi.com/house/629-House-for-sale-at-Gothatar-9-Kaageshwori-Manohar/,East,3-,,Kathmandu,Kageshwori-Manohara,Gothatar,2075,Kageshwori-Manohara
House for sale at Sano Bharyang Kathmandu.,Sanobharyang ,23000000,1133.7,,5,4,https://nepalhomesearch.com/property/house-for-sale-at-sanobharyang-kathmandu/,,3-,2075,kathmandu,,,,
House for sale in B AANAsthali Dhungedhara | 9813741094,,23000000,1112.31,14,5,4,https://www.gharghaderi.com/house/475-House-for-sale-in-B AANAsthali-Dhungedhara/,,3-,,Kathmandu,Nagarjun,B AANAsthali,2075,Nagarjun
House for sale in Sipadol Suryabinayak | 9861589682,,23000000,1497.34,12,5,3,https://www.gharghaderi.com/house/1140-House-for-sale-in-Sipadol-Suryabinayak/,South west,3-,,Bhaktapur,Suryabinayak,Sipadol,2076,Suryabinayak
House for sale | 9861828129 sold,,23000000,1197.875,16,4,3,https://www.gharghaderi.com/house/1960-House-for-sale/,East,3-,,Kathmandu,Budhanilkantha,Budhanilkantha,2076,Budhanilkantha
House for salein Budhanilkantha | 9860728476,,23000000,350.796,13,1,5,https://www.gharghaderi.com/house/1689-House-for-salein-Budhanilkantha/,South,3-,,Kathmandu,Budhanilkantha,Pasikot,2076,Budhanilkantha
"House sale in Imadole, Cozy Home | 9851315701",,23000000,1300,13,2,2,https://www.gharghaderi.com/house/2285-House-sale-in-Imadole-Cozy-Home/,East,3-,,Lalitpur,Mahalaxmi,Imadole Cozy Home,2071,Mahalaxmi
Imadol I Home on sale | 9851037597,,23000000,1026.75,,6,3,https://www.gharghaderi.com/house/2408-Imadol-I-Home-on-sale/,North,3-,,Lalitpur,Mahalaxmi,Dhunge shangu Imadol,2075,Mahalaxmi
Man B Marga small home | 9840872228,,23000000,1197.875,12,3,4,https://www.gharghaderi.com/house/1565-Man-B-Marga-small-home/,East,3-,,Kathmandu,Budhanilkantha,Man B Marga,2076,Budhanilkantha
New House for Sale in Imadol | 9864260884 sold,,23000000,1026.75,13,4,4,https://www.gharghaderi.com/house/2618-New-House-for-Sale-in-Imadol/,West,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
New House for Sale in Tikathali Lalitpur | 9864260884 sold,,23000000,1026.75,13,4,4,https://www.gharghaderi.com/house/2360-New-House-for-Sale-in-Tikathali-Lalitpur/,East,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
Semi-Bungalow House Sale in Mulpani,"Mulpani Pipalbot, Kageshwori Manohara, Kageshwori Manohara Municipality, 97701",23000000,1026.75,13,5,3,https://nepalhomesearch.com/property/semi-bungalow-house-sale-in-mulpani/,South-east,3-,2079,kathmandu,,,,
Tikathali ko Ghar bikrima | 9801030435,,23000000,1197.875,12,6,4,https://www.gharghaderi.com/house/2146-Tikathali-ko-Ghar-bikrima/,South east,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
3 storey house for sale in Budhanilkantha Kathmandu | 9840872228,,22500000,1069.53,15,6,5,https://www.gharghaderi.com/house/858-3-storey-house-for-sale-in-Budhanilkantha-Kathmandu/,South east,3-,,Kathmandu,Budhanilkantha,Pasikot,2075,Budhanilkantha
Brand new house for sale at Nayapati Gokarneshwor | 9847369375,,22500000,1711.25,20,4,3,https://www.gharghaderi.com/house/1206-Brand-new-house-for-sale-at-Nayapati-Gokarneshwor/,East,3-,,Kathmandu,Gokarneshwor,Nayapati,2075,Gokarneshwor
Brand new house for sale in Nakhipot Lalitpur with finance facility | 9841942030,,22500000,1060,13,4,4,https://www.gharghaderi.com/house/1691-Brand-new-house-for-sale-in-Nakhipot-Lalitpur-with-finance-facility/,West,3-,,Lalitpur,Harisiddhi,Nakhipot,2076,Harisiddhi
"House for Sale at Chyasal, Lalitpur | 9808309376",,22500000,1026.75,13,7,1,https://www.gharghaderi.com/house/1947-House-for-Sale-at-Chyasal-Lalitpur/,West,3-,,Lalitpur,Lalitpur,Balkumari,2068,Lalitpur
House for sale at Bhelpa Satdobato,"Bhelpa, Satdobato, Ward 17, Patan, 44705",22500000,1026.75,30,4,3,https://nepalhomesearch.com/property/house-for-sale-at-bhelpa-satdobato/,East,3-,2075,lalitpur,,,,
House for sale in Satugal | 9851047524,,22500000,1796.81,16,4,3,https://www.gharghaderi.com/house/481-House-for-sale-in-Satugal/,east,3-,,Kathmandu,Chandragiri,Satungal,2073,Chandragiri
New House on Sale - Tikathali | 9864260884 sold,,22500000,1155.09,13,4,4,https://www.gharghaderi.com/house/2114-New-House-on-Sale---Tikathali/,South,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
New house for sale in Jyotinagar 10 Budhanilkantha | 9823013235,,22500000,1197.87,13,5,4,https://www.gharghaderi.com/house/599-New-house-for-sale-in-Jyotinagar-10-Budhanilkantha/,East,3-,,Kathmandu,Budhanilkantha,Jyotinagar,2075,Budhanilkantha
Beautiful House On Sale At Balkhu | 9843635550,,22350000,1026.75,16,3,3,https://www.gharghaderi.com/house/2300-Beautiful-House-On-Sale-At-Balkhu/,North,3-,,Kathmandu,Kathmandu,Balkhu,2076,Kathmandu
Brand New Home.... | 9841401143,,22000000,1026.75,13,4,3,https://www.gharghaderi.com/house/2199-Brand-New-Home..../,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
Brand New House on Sale in S AANAgau Siddipur | 9864260884 sold,,22000000,1026.75,20,4,3,https://www.gharghaderi.com/house/2335-Brand-New-House-on-Sale-in-S AANAgau-Siddipur/,North,3-,,Lalitpur,Mahalaxmi,Siddipur,2076,Mahalaxmi
