title,district,Municipality,vdc,landsize,Road,price,bedroom,bathroom,builtyear,parking,direction,url
"Beautiful Modern Bungalow for sale in Budanilkantha, Chapali Height Kathmandu | 0044794989",Kathmandu,Budhanilkantha,Chapali,2 Ropani 3 Anna,,,1,1,2076,Motorbike,South,https://www.gharghaderi.com/house/1762-Beautiful-Modern-Bungalow-for-sale-in-Budanilkantha-Chapali-Height-Kathmandu/
"House for sell in fulbari chowk, bhainsepati | 9818394094",Lalitpur,Lalitpur,Bhainsepati,3 Aana,40feet,"1,10,00,000",3,2,2075,Motorbike,South east,https://www.gharghaderi.com/house/1738-House-for-sell-in-fulbari-chowk-bhainsepati/
Syuchatar Kathmandu nepal | 0487331423,Kathmandu,Nagarjun,Syuchatar,11 Aana,20 Ft,"4,50,00,000",7,4,2068,Car 1,East,https://www.gharghaderi.com/house/1732-Syuchatar-Kathmandu-nepal/
Rooms for rent | 9866548481,Lalitpur,Mahalaxmi,Imadol,1000 Sqft,12,"5,000",1,1,2076,Motorbike,East,https://www.gharghaderi.com/house/1731-Rooms-for-rent/
House in phul bar marga naranthan | 9860728476,Kathmandu,Budhanilkantha,Naranthan,4ana,13 Ft,"3,15,00,00,000",3,5+,2071,Car 1,East,https://www.gharghaderi.com/house/1714-House-in-phul-bar-marga-naranthan/
House for sale in syambhu thulobharyang | 9861865212,Kathmandu,Nagarjun,Thulobharyang,5.5ana,,"3,15,00,000",7,4,2076,Car 1,East,https://www.gharghaderi.com/house/1709-House-for-sale-in-syambhu-thulobharyang/
Land with House for sale in Dhangadhi | 9848695971,Dhangadhi,dhangadhi,Kailali,Nepal,,"1,90,00,000",3,1,2072,Car 3+,West,https://www.gharghaderi.com/house/1705-Land-with-House-for-sale-in-Dhangadhi/
"House for sale in united colony, changathali, lalitpur | 9849951180",Lalitpur,Mahalaxmi,United colony,5.5 Aana,13 Ft,"3,50,00,000",5,4,2076,Car 2,West,https://www.gharghaderi.com/house/1701-House-for-sale-in-united-colony-changathali-lalitpur/
new house sell in Pabitranagar Gongabu | 9803926134,Kathmandu,Kathmandu,Gongabu,3 Aana 1 Dam,13 Ft,,5,3,2075,Car 1,East,https://www.gharghaderi.com/house/1700-new-house-sell-in-Pabitranagar-Gongabu/
Argent house sale on Greenland Jhalpa Chowk | 9803926134,Kathmandu,Tokha,green land,0-4-0-2,13 Ft,,5,3,2076,Motorbike,East,https://www.gharghaderi.com/house/1699-Argent-house-sale-on-Greenland-Jhalpa-Chowk/
Sukedhara commercial on rent | 9840872228,Kathmandu,Kathmandu,Sukedhara,9 Ana,20 Ft,"2,00,000",5,4,2071,Car 3+,East,https://www.gharghaderi.com/house/1697-Sukedhara-commercial-on-rent/
Gongaboo commercial | 9840872228,Kathmandu,Kathmandu,Gongaboo,5 Ana,16 Ft,"3,50,00,000",8,5+,2071,Car 1,East,https://www.gharghaderi.com/house/1696-Gongaboo-commercial/
New house sale | 9841471209,Lalitpur,Mahalaxmi,Sanogaun,3.5 Anna,13 Ft,"1,85,00,000",5,3,2076,Car 1,East,https://www.gharghaderi.com/house/1692-New-house-sale/
Brand new house for sale in Nakhipot Lalitpur with finance facility | 9841942030,Lalitpur,Harisiddhi,Nakhipot,1060,13 Ft,"2,25,00,000",4,4,2076,Car 1,West,https://www.gharghaderi.com/house/1691-Brand-new-house-for-sale-in-Nakhipot-Lalitpur-with-finance-facility/
House for salein Budhanilkantha | 9860728476,Kathmandu,Budhanilkantha,Pasikot,4.1paisa,13 Ft,"2,30,00,000",1,5+,2076,Motorbike,South,https://www.gharghaderi.com/house/1689-House-for-salein-Budhanilkantha/
"House for sale near Thali chaur, Dachhi-5 Kathmandu | 9860000538",Kathmandu,Kathmandu,Thali milan chowk,900 Sqft,10 Ft,"91,00,000",3,2,2073,Motorbike,West,https://www.gharghaderi.com/house/1688-House-for-sale-near-Thali-chaur-Dachhi-5-Kathmandu/
New house for sale in Imadol Lalitpur | 9841602210 sold,Lalitpur,Mahalaxmi,Imadol,0-3-3-0,14 Ft,"1,90,00,000",4,3,2073,Car 3+,East,https://www.gharghaderi.com/house/1687-New-house-for-sale-in-Imadol-Lalitpur/
"House for sale in changathali, lalitpur | 9849951180",Lalitpur,Mahalaxmi,"United colony, changathali",5.5 Aana,13 Ft,"3,50,00,000",5,4,2076,Car 2,South east,https://www.gharghaderi.com/house/1686-House-for-sale-in-changathali-lalitpur/
Office Space On Rent In Teku Main Road | 9840123243,Kathmandu,Kathmandu,Teku main road,4 Aana,Above 20 Feet,"55,000",3,3,2072,Motorbike,North,https://www.gharghaderi.com/house/1684-Office-Space-On-Rent-In-Teku-Main-Road/
New house & land on sale | 9851027535,Bhaktapur,Suryabinayak,Gundu,10/317.90,20 Ft,"1,50,00,000",1,1,2076,Motorbike,West,https://www.gharghaderi.com/house/1680-New-house-&-land-on-sale/
4 Storeyed House On Sale At Sukedhara | 9849301553 sold,Kathmandu,Budhanilkantha,Near Rave Futsal Center,3 Aana 1 Paisa,25 Feet,"2,80,00,000",8,3,2076,Motorbike,South,https://www.gharghaderi.com/house/1675-4-Storeyed-House-On-Sale-At-Sukedhara/
4 Aana brand new house for sale in Hattiban Lalitpur | 9841942030,Lalitpur,Mahalaxmi,Hattiban,1380,13 Ft,"2,65,00,000",6,5+,2076,Car 2,East,https://www.gharghaderi.com/house/1674-4-Aana-brand-new-house-for-sale-in-Hattiban-Lalitpur/
House sale in maipi. Near new buspark | 9849164797,Kathmandu,Kathmandu,near New buspark,4.2,20 Ft,"3,20,00,000",8,5+,2067,Car 3+,East,https://www.gharghaderi.com/house/1672-House-sale-in-maipi.-Near-new-buspark/
Almost new house sale in Sallaghari Bhaktapur | 9851255700,Bhaktapur,BMC,Sallaghari,4 Aana 2 Daam,13 Ft,"2,50,00,000",6,3,2075,Motorbike,North west,https://www.gharghaderi.com/house/1668-Almost-new-house-sale-in-Sallaghari-Bhaktapur/
"a big beautiful bungalow with plenty of space, garden and landscaping. | 9849358366",Lalitpur,Harisiddhi,Harisiddhi,8 Aana,12 Ft,"4,00,00,000",8,5+,2067,Car 2,East,https://www.gharghaderi.com/house/1664-a-big-beautiful-bungalow-with-plenty-of-space-garden-and-landscaping./
Banasthali Dhungedhara House on Sales 2.5 floor | 9823373737,Kathmandu,Nagarjun,Banasthali,4aana,13 Ft,"2,75,00,000",5,5+,2076,Car 1,South,https://www.gharghaderi.com/house/1663-Banasthali-Dhungedhara-House-on-Sales-2.5-floor/
Newly renovated old house | sold,Lalitpur,Lalitpur,Sanepa,900 Sqft,13 Ftto 20’ Feet S,,2,2,2076,Car 2,South east,https://www.gharghaderi.com/house/1657-Newly-renovated-old-house/
"New House For Sale In Sallaghari, Bhaktapur | 9866112840",Bhaktapur,Suryabinayak,Subarnachowk,1500 Sqft,10 Ft,"2,95,00,000",8,3,2075,Car 2,South,https://www.gharghaderi.com/house/1648-New-House-For-Sale-In-Sallaghari-Bhaktapur/
Bungalow on sale | 9860304238,Kathmandu,Kathmandu,Khusibu,12 Anna,12 Ft,"9,60,00,000",3,3,2067,Car 3+,South,https://www.gharghaderi.com/house/1641-Bungalow-on-sale/
House for sale at sitapaila | 9849551287,Kathmandu,Kathmandu,Sitapaila,4.5 Ana,13 Ft,"2,70,00,000",5,4,2073,Car 1,North,https://www.gharghaderi.com/house/1635-House-for-sale-at-sitapaila/
shutter in rent at kathmandu | 9860622772,Kathmandu,Kathmandu,mahabhaudha,10 * 10,,"15,000",1,1,2076,Motorbike,East,https://www.gharghaderi.com/house/1633-shutter-in-rent-at-kathmandu/
Brand New 2&1/2 Storey House on Sale @ Imadol Nayabasti --- | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,3 Ana,13 Ft,"2,00,00,000",4,4,2076,Car 1,North,https://www.gharghaderi.com/house/1631-Brand-New-2&1/2-Storey-House-on-Sale-@-Imadol-Nayabasti----/
Brand New One Storey House at Imadol | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,3 Ana,13 Ft,"1,37,00,000",2,1,2076,Car 1,East,https://www.gharghaderi.com/house/1630-Brand-New-One-Storey-House-at-Imadol/
Brand new house for sale in Hattiban Lalitpur | 9841942030,Lalitpur,Harisiddhi,Hattiban,1403.225,13 Ft,"2,87,00,000",6,5+,2076,Car 3+,South,https://www.gharghaderi.com/house/1622-Brand-new-house-for-sale-in-Hattiban-Lalitpur/
New house for sale at Changnarayan Bhaktapur | 9841005745,Bhaktapur,Changunarayan,Changunarayan,3 Aana,14M,"1,60,00,000",2,3,2075,Car 2,East,https://www.gharghaderi.com/house/1621-New-house-for-sale-at-Changnarayan-Bhaktapur/
Residential houses for sale in Lubhu | 9841282785,Lalitpur,Lalitpur,Lubhu,3-4 Anna,,"1,93,10,000",3,2,2076,Car 1,East,https://www.gharghaderi.com/house/1620-Residential-houses-for-sale-in-Lubhu/
Kirtipur Ma Ghar + 3 aana Jaaga Bikima | 9841760604,Kathmandu,Kirtipur,7 aan,7 Aana,20 Ft,"2,85,00,000",1,3,2076,Motorbike,East,https://www.gharghaderi.com/house/1617-Kirtipur-Ma-Ghar-+-3-aana-Jaaga-Bikima/
Well furnished 2.5 storey house for sale at Makalbari near the serene Gokarna Protected Forest | 9851092763,Kathmandu,Gokarneshwor,Makalbari,4 Anna,10 Ft,"2,80,00,000",5,4,2073,Car 1,South,https://www.gharghaderi.com/house/1616-Well-furnished-2.5-storey-house-for-sale-at-Makalbari-near-the-serene-Gokarna-Protected-Forest/
Narayanthan Classical Bungalow on Sale | 9840872228,Kathmandu,Budhanilkantha,Narayanthan,1-2-0-0,16 Ft,"10,00,00,000",5,5+,2076,Motorbike,East,https://www.gharghaderi.com/house/1610-Narayanthan-Classical-Bungalow-on-Sale/
1 storey house on sale in Thatikot Tikathali | 9864260884 sold,Lalitpur,Mahalaxmi,Tikathali,3 Ana,12 Ft,"1,22,00,000",2,1,2076,Car 1,South,https://www.gharghaderi.com/house/1607-1-storey-house-on-sale-in-Thatikot-Tikathali/
2.5 storey house on sale in Shital Height Mahalaxmi | 9864260884 sold,Lalitpur,Mahalaxmi,Shital Height,3 Ana,13 Ft,"1,95,00,000",4,4,2076,Car 1,North,https://www.gharghaderi.com/house/1605-2.5-storey-house-on-sale-in-Shital-Height-Mahalaxmi/
Brand New house on sale in Shital Height Lalitpur | 9864260884 sold,Lalitpur,Mahalaxmi,Shital Height,3.5 Ana,,"2,35,00,000",4,4,2076,Car 1,East,https://www.gharghaderi.com/house/1601-Brand-New-house-on-sale-in-Shital-Height-Lalitpur/
Brand new house for sale in Imadol Rajkulo Lalitpur | 9841942030,Lalitpur,Mahalaxmi,Rajkulo,1060.975,13 Ft,"2,08,00,000",5,5+,2076,Car 1,North,https://www.gharghaderi.com/house/1593-Brand-new-house-for-sale-in-Imadol-Rajkulo-Lalitpur/
Urgent House For Sale | 9808489911,Kathmandu,Budhanilkantha,Kapan,6.1 Aana,20 Ft,"3,70,00,000",7,4,2071,Car 1,East,https://www.gharghaderi.com/house/1591-Urgent-House-For-Sale/
New house for sale in Tinthana Kalanki | 9823502058,Kathmandu,Chandragiri,Tinthana,1500 Sqft,16 Ft,"3,25,00,000",8,4,2076,Car 1,East,https://www.gharghaderi.com/house/1580-New-house-for-sale-in-Tinthana-Kalanki/
Samakhusi small bungalow | 9840872228,Kathmandu,Kathmandu,Samakhusi,3 Ana,13 Ft,"3,45,00,000",4,4,2076,Car 1,East,https://www.gharghaderi.com/house/1566-Samakhusi-small-bungalow/
Man B Marga small home | 9840872228,Kathmandu,Budhanilkantha,Man B Marga,3.5 Ana,12 Ft,"2,30,00,000",3,4,2076,Car 1,East,https://www.gharghaderi.com/house/1565-Man-B-Marga-small-home/
New House Lalitpur Mahalxmi 4 imadol near Pawan Prakriti School | 9846572122,Lalitpur,Mahalaxmi,815,4,20 Ft,"2,20,00,000",5,3,2076,Car 1,North,https://www.gharghaderi.com/house/1562-New-House-Lalitpur-Mahalxmi-4-imadol-near-Pawan-Prakriti-School/
Sweet family space at ganeschok | 9840872228 sold,Kathmandu,Budhanilkantha,Hattigauda,5 Ana,13 Ft,"3,45,00,000",5,4,2076,Car 2,South,https://www.gharghaderi.com/house/1555-Sweet-family-space-at-ganeschok/
Modern house for sale in Kusunti Lalitpur | 9851169909,Lalitpur,Lalitpur,Kusunti,0-5-2-2,,"3,70,00,000",4,4,2076,Car 2,East,https://www.gharghaderi.com/house/1549-Modern-house-for-sale-in-Kusunti-Lalitpur/
Dhapasi Height Luxury 4 Br House For Sale | 9801314617,Kathmandu,Kathmandu,Dhapasi-Height,32 Aana,9 To 12 Ft,"15,00,00,000",4,4,2067,Car 3+,South,https://www.gharghaderi.com/house/1543-Dhapasi-Height-Luxury-4-Br-House-For-Sale/
"House for sale imadol, lalitpur, Nepal | 9849551287",Lalitpur,Mahalaxmi,Imadol,3 Ana 1 Daam,4ft,"1,50,00,000",4,4,2076,Motorbike,South,https://www.gharghaderi.com/house/1542-House-for-sale-imadol-lalitpur-Nepal/
"House along with land for sale at Banglamukhi, Lalitpur | 9849551287",Lalitpur,Lalitpur,Banglamukhi,3 Ana 1 Paisa 3 Daam,5ft,"1,40,00,000",3,2,2067,Motorbike,West,https://www.gharghaderi.com/house/1541-House-along-with-land-for-sale-at-Banglamukhi-Lalitpur/
House on rent at Gokarna | 9801299092,Kathmandu,Kathmandu,Gokarna,2-8-0-0,13 Ft,"2,00,000",4,3,2076,Car 3+,East,https://www.gharghaderi.com/house/1531-House-on-rent-at-Gokarna/
House At Birtamode New Buspark | 9843006444,Jhapa,Arjundhara 11,New buspark,7,,"2,00,00,000",8,5+,2076,Motorbike,East,https://www.gharghaderi.com/house/1530-House-At-Birtamode-New-Buspark/
House for Sale Kapan | 9808215744,Kathmandu,Budhanilkantha,Kapan,3.5 Anna,12 Ft,"1,40,00,000",2,2,2070,Car 1,East,https://www.gharghaderi.com/house/1529-House-for-Sale-Kapan/
House For Sell In Kalanki Kathmandu-14 Near Lri School Syuchatar | 9851072945,Kathmandu,Nagarjun,kalanki,4 Aana,13 Ft,"2,65,00,000",1,1,2074,Car 1,East,https://www.gharghaderi.com/house/1522-House-For-Sell-In-Kalanki-Kathmandu-14-Near-Lri-School-Syuchatar/
Built On 3 Ropani Plus Land Area House On Rent At Thapathali Height | 9810419705 sold,Kathmandu,Kathmandu,Thapathali,3 Ropani,16 Ft,"9,00,000",8,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1520-Built-On-3-Ropani-Plus-Land-Area-House-On-Rent-At-Thapathali-Height/
Built On 3 Ropani Land Area Bungalow On Rent At Naxal Bhatbhataini | 9810419705,Kathmandu,Kathmandu,Naxal,3 Ropani,20 Ft,"10,00,000",8,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1519-Built-On-3-Ropani-Land-Area-Bungalow-On-Rent-At-Naxal-Bhatbhataini/
Beautiful House On Sale At Bhaisepati Near By Medicity Hospital | 9810419705,Lalitpur,Lalitpur,Bhaisepati,3.1,16 Ft,"3,85,00,000",4,4,2076,Car 1,East,https://www.gharghaderi.com/house/1518-Beautiful-House-On-Sale-At-Bhaisepati-Near-By-Medicity-Hospital/
New house Sale at Besi Gau Jorpati Rs.30000000 | 9861397178,Kathmandu,Gokarneshwor,Jorpati,1200 Sqft,13 Ft,"3,00,00,000",8,3,2076,Car 2,East,https://www.gharghaderi.com/house/1517-New-house-Sale-at-Besi-Gau-Jorpati-Rs.30000000/
Ghar bikrima | 9818107002,Kathmandu,Nagarjun,Syuchatar,4.5,10 Ft,"3,00,00,000",1,5+,2075,Car 1,East,https://www.gharghaderi.com/house/1494-Ghar-bikrima/
Brand New House For Sale Bhaisepati | 9801299092,Lalitpur,Lalitpur,Bhaisepati,4 Aana,18 Ft,"3,10,00,000",4,5+,2076,Car 1,South east,https://www.gharghaderi.com/house/1487-Brand-New-House-For-Sale-Bhaisepati/
House for sale in Ason | 9851016411,Kathmandu,Kathmandu,Ason,0-2-0-3 Aana,20 Ft,"8,00,00,000",1,4,2075,Motorbike,South west,https://www.gharghaderi.com/house/1482-House-for-sale-in-Ason/
Budhanilkantha family suit | 9840872228 sold,Kathmandu,Budhanilkantha,Budhanilkantha,7 Ana,20 Ft,"4,50,00,000",5,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1479-Budhanilkantha-family-suit/
Kathmandu | 9841445185,Kathmandu,Gokarneshwor,Makalbari,63.58,,"1,15,00,000",2,2,2073,Car 1,East,https://www.gharghaderi.com/house/1474-Kathmandu/
Pasikot family space | 9840872228,Kathmandu,Budhanilkantha,Pasikot,8 Ana,15,"4,25,00,000",4,5+,2076,Car 3+,North east,https://www.gharghaderi.com/house/1467-Pasikot-family-space/
House for Sale near to Samakhusi chowk | 9841318075,Kathmandu,Tokha,Gongabu,4 Aana 2 Dam,12,"3,50,00,000",8,5,2070,Car 1,South,https://www.gharghaderi.com/house/1466-House-for-Sale-near-to-Samakhusi-chowk/
"House for sale in padma colony 1st phase, Nagarjun, sitapaila, kathmandu | 9808042494 sold",Kathmandu,Nagarjun,Sitapaila,3.2 Aana,10 Ft,"1,45,00,000",3,3,2073,Motorbike,East,https://www.gharghaderi.com/house/1453-House-for-sale-in-padma-colony-1st-phase-Nagarjun-sitapaila-kathmandu/
House for Sale with Leased Shutter | 9841874150,Kathmandu,Tokha,Tokha,1500 Sqft,20 Ft,"2,60,00,000",5,4,2076,Car 2,East,https://www.gharghaderi.com/house/1452-House-for-Sale-with-Leased-Shutter/
KCL Colony : Budhanilkantha | 9851155216,Kathmandu,Budhanilkantha,Taulung,6-7.5 Aana,20 Ft,"3,45,00,000",4,4,2076,Car 1,East,https://www.gharghaderi.com/house/1449-KCL-Colony-:-Budhanilkantha/
House on sale at Imadol | 9841942030,Lalitpur,Mahalaxmi,Imadol,1200 Sqft,16 Ft,"1,95,00,000",5,3,2076,Car 3+,West,https://www.gharghaderi.com/house/1447-House-on-sale-at-Imadol/
Flat system house on sale at Balaju | 9841232360,Kathmandu,Kathmandu,Balaju,0-4-2-2,10 Ft,"5,00,00,000",8,8+,2070,Car 1,South,https://www.gharghaderi.com/house/1446-Flat-system-house-on-sale-at-Balaju/
Urgent: beautiful bungalow with scenic view | 9851068387,Kathmandu,Budhanilkantha,Hattigauda,1 Ropani,26 Ft,"1,25,000",4,3,2067,Car 3+,East,https://www.gharghaderi.com/house/1442-Urgent:-beautiful-bungalow-with-scenic-view/
Residential House in Kathmandu | 9851050195,Kathmandu,Kathmandu,Chabahil,1194,,"3,10,00,000",8,5+,2067,Car 1,East,https://www.gharghaderi.com/house/1439-Residential-House-in-Kathmandu/
Whole Building Rent for Office Space at Sinamangal | 9801133348,Kathmandu,Kathmandu,Sinmangal,0-3-0-1,20 Ft,"3,50,000",1,1,2076,Car 3+,West,https://www.gharghaderi.com/house/1437-Whole-Building-Rent-for-Office-Space-at-Sinamangal/
House For Sale At Bhimsenthan | 9861666972,Kathmandu,Kathmandu,Bhimsenthan,4 Aana,12 Ft,"3,75,00,000",8,5+,2074,Motorbike,East,https://www.gharghaderi.com/house/1434-House-For-Sale-At-Bhimsenthan/
Sukedhara family beauty | 9840872228,Kathmandu,Budhanilkantha,Sukedhara,6 Ana,13 Ft,"4,20,00,000",5,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1429-Sukedhara-family-beauty/
Dhapasi family units | 9840872228,Kathmandu,Tokha,Dhapasi,5 Ana,13 Ft,"3,20,00,000",6,5+,2076,Car 2,East,https://www.gharghaderi.com/house/1428-Dhapasi-family-units/
Thankot House .Opposite to Tribhuwan Park. | 9801854440,Kathmandu,Chandragiri,Tribhuwan Park,6 Anna,20 Ft,"3,20,00,000",5,4,2074,Car 2,East,https://www.gharghaderi.com/house/1427-Thankot-House-.Opposite-to-Tribhuwan-Park./
House for sale at Baluwakhani Kapan | 9841904701,Kathmandu,Budhanilkantha,Kapan,0-4-0-0,13 Ft,"2,80,00,000",7,4,2076,Motorbike,East,https://www.gharghaderi.com/house/1425-House-for-sale-at-Baluwakhani-Kapan/
Budhanilkantha sweet family bungalow | 9840872228,Kathmandu,Budhanilkantha,Budhanilkantha Naranthan,6 Ana,20 Ft,"4,75,00,000",5,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1423-Budhanilkantha-sweet-family-bungalow/
Baluwatar supremely beauty bungalow | 9840872228,Kathmandu,Kathmandu,Baluwatar,5.1 Ana,12 Ft,"5,50,00,000",4,5+,2076,Car 2,South east,https://www.gharghaderi.com/house/1411-Baluwatar-supremely-beauty-bungalow/
"New house for sale in Pasikot, Budhanilkantha | 9849961353",Kathmandu,Budhanilkantha,Pasikot,12 Aana,,"5,40,00,000",4,4,2067,Car 3+,East,https://www.gharghaderi.com/house/1409-New-house-for-sale-in-Pasikot-Budhanilkantha/
Office Building for Rent Baluwatar | 9851199939,Kathmandu,Kathmandu,Baluwatar,3 Aana,20 Ft,,3,4,2072,Car 3+,East,https://www.gharghaderi.com/house/1407-Office-Building-for-Rent-Baluwatar/
House for sale at Duwakot 2 Bhaktapur | 9841217372,Bhaktapur,Changunarayan,Duwakot,0-6-0-0,20 Ft,"1,55,00,000",4,2,2076,Motorbike,East,https://www.gharghaderi.com/house/1406-House-for-sale-at-Duwakot-2-Bhaktapur/
Man bahadur marga home | 9840872228 sold,Kathmandu,Budhanilkantha,Man b marga,4 Ana,13 Ft,"2,70,00,000",5,5+,2076,Car 1,East,https://www.gharghaderi.com/house/1405-Man-bahadur-marga-home/
New house on sale kapan Gurung tol | 9803725216,Kathmandu,Budhanilkantha,Kapan,3.5,13 Feet,"2,40,00,000",7,4,2076,Car 2,West,https://www.gharghaderi.com/house/1401-New-house-on-sale-kapan-Gurung-tol/
Beautiful house on rent in Bhaisepati Civil Homes | 9851169909,Kathmandu,Lalitpur,Bhaisepati,1-0-0-0,20 Ft,"1,50,000",4,3,2076,Motorbike,South east,https://www.gharghaderi.com/house/1400-Beautiful-house-on-rent-in-Bhaisepati-Civil-Homes/
Luxury Bungalow on sale in Nayagaun Pokhara | 9803796038,Kaski,Pokhara,Nayagaun,0-12-0-0,20 Ft,"8,00,00,000",7,5+,2076,Motorbike,North,https://www.gharghaderi.com/house/1399-Luxury-Bungalow-on-sale-in-Nayagaun-Pokhara/
Bungalow on sale at Rudreshwor Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,2-0-0-0,25ft,"10,50,00,000",5,5+,2076,Car 3+,North west,https://www.gharghaderi.com/house/1385-Bungalow-on-sale-at-Rudreshwor-Budhanilkantha/
"New House for Sale in Doleshwor, Suryabinayak, Bhaktapur | 9803828501 sold",Bhaktapur,Suryabinayak,Doleswor,700 Sqft,6 Ft,"1,60,00,000",6,3,2073,Car 1,East,https://www.gharghaderi.com/house/1383-New-House-for-Sale-in-Doleshwor-Suryabinayak-Bhaktapur/
House For sale in Hetauda | 9845716911,Makawanpur,Hetauda,Hetauda,2151,13 Ft,"1,60,00,000",2,1,2067,Car 1,East,https://www.gharghaderi.com/house/1380-House-For-sale-in-Hetauda/
Mandikatar bungalow | 9840872228,Kathmandu,Budhanilkantha,Mandikatar,13 Ana,15 Ft,"6,99,99,999",5,5+,2070,Car 3+,East,https://www.gharghaderi.com/house/1378-Mandikatar-bungalow/
budhanilkantha super bungalow | 9840872228,Kathmandu,Budhanilkantha,Budda colony,5.1 Ana,13 Ft,"4,15,00,000",6,5+,2076,Car 1,West,https://www.gharghaderi.com/house/1375-budhanilkantha-super-bungalow/
Baluwatar new home | 9840872228,Kathmandu,Kathmandu,Baluwatar,5.1 Ana,13 Ft,"5,50,00,000",6,5+,2076,Car 1,North east,https://www.gharghaderi.com/house/1371-Baluwatar-new-home/
Budhanilkantha colony bungalow on sale | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,9 Ana,20 Ft,"5,50,00,000",4,5+,2075,Car 3+,South east,https://www.gharghaderi.com/house/1368-Budhanilkantha-colony-bungalow-on-sale/
Budhanilkantha Phulbari home | 9840872228,Kathmandu,Budhanilkantha,Taulung,6.5 Ana,20 Ft,"5,80,00,000",5,5+,2076,Car 1,South east,https://www.gharghaderi.com/house/1367-Budhanilkantha-Phulbari-home/
House for sale in Sadhbhavnagar Chandragiri | 9851167843,Kathmandu,Chandragiri,Naikap,0-4-0-0,13 Ft,"2,75,00,000",5,3,2076,Car 1,South east,https://www.gharghaderi.com/house/1366-House-for-sale-in-Sadhbhavnagar-Chandragiri/
House For sale in Kapan | 9841945512,Kathmandu,Budhanilkantha,KAPAN,1200 Sqft,13 Ft,"1,39,00,000",2,1,2068,Car 1,North east,https://www.gharghaderi.com/house/1361-House-For-sale-in-Kapan/
House office for rent | 9802023023,Kathmandu,Kathmandu,Syuchatar,1500 Sqft,13 Ft,"3,00,000",1,1,2076,Car 3+,East,https://www.gharghaderi.com/house/1358-House-office-for-rent/
New House Sale Nearby ICIMOD Khumaltar | 9860636075,Lalitpur,Lalitpur,Khumaltar,0-3-1-0,12 Ft,"2,15,00,000",3,3,2076,Car 1,South,https://www.gharghaderi.com/house/1356-New-House-Sale-Nearby-ICIMOD-Khumaltar/
House On Sale At Toukhel | 9819311255 sold,Lalitpur,Godawari,Toukhel,4,26 Ft,"2,50,00,000",3,4,2076,Car 1,East,https://www.gharghaderi.com/house/1348-House-On-Sale-At-Toukhel/
"House On Sale At Bhangal, Budhanilkantha | 9819311255 sold",Kathmandu,Budhanilkantha,Bhangal,4,12 Ft,"2,70,00,000",5,4,2076,Car 1,South east,https://www.gharghaderi.com/house/1347-House-On-Sale-At-Bhangal-Budhanilkantha/
House On Sale At Hattigauda | 9819311255,Kathmandu,Kathmandu,Hattigauda,20,12 Ft,"10,00,00,000",6,4,2067,Car 3+,East,https://www.gharghaderi.com/house/1346-House-On-Sale-At-Hattigauda/
House on Rent At Budhanilkantha | 9819311255,Kathmandu,Budhanilkantha,Sidhartha Colony,17,20 Ft,"3,00,000",5,5+,2067,Car 3+,East,https://www.gharghaderi.com/house/1345-House-on-Rent-At-Budhanilkantha/
House On Sale At Basundhara | 9819311255 sold,Kathmandu,Kathmandu,Bansbari,20,13 Ft,"11,00,00,000",6,5+,2071,Car 3+,East,https://www.gharghaderi.com/house/1344-House-On-Sale-At-Basundhara/
Bungalow On Sale At New Baneshwor | 9842341392,Kathmandu,Kathmandu,New Baneshwor,18,32,"16,00,00,000",4,3,2076,Motorbike,South,https://www.gharghaderi.com/house/1343-Bungalow-On-Sale-At-New-Baneshwor/
Modern Style House At Swayambhu Available On Sale | 9842341392 sold,Kathmandu,Kathmandu,Swayambhu,5,13 Ft,"4,75,00,000",8,5+,2075,Car 2,East,https://www.gharghaderi.com/house/1340-Modern-Style-House-At-Swayambhu-Available-On-Sale/
House On Sale At Budhanilkantha | 9842341392 sold,Kathmandu,Budhanilkantha,Siddhartha colony,7,20 Ft,"5,75,00,000",4,5+,2075,Car 2,South,https://www.gharghaderi.com/house/1339-House-On-Sale-At-Budhanilkantha/
Modern European style bungalow in a peaceful area Available for sale | 9842341392 sold,Kathmandu,Kathmandu,Sitapaila,5,10 Ft,"2,90,00,000",4,4,2076,Car 2,West,https://www.gharghaderi.com/house/1338-Modern-European-style-bungalow-in-a-peaceful-area-Available-for-sale/
House Sell at Kapan | 9843828268,Kathmandu,Budhanilkantha,Kapan,4,10 Ft,"1,90,00,000",2,1,2067,Motorbike,West,https://www.gharghaderi.com/house/1334-House-Sell-at-Kapan/
House for sale in Bhairahawa | 9847589400,Rupandehi,Siddharthanagar,Bhairahawa,3380 Sq Ft,42 Ft,"5,25,00,000",8,5+,2072,Car 1,North,https://www.gharghaderi.com/house/1325-House-for-sale-in-Bhairahawa/
